id;red;green;blue;RGB;hue(360);sat(100);brit(100);altura;largura;ano;mes;categoria;autor;Museum Latitude;Museum Longitude;nome
28;72.34408;73.91867;62.06344;120.62133;121.27559;50.90189;36.250572;65.5;50.5;1888;2;self-portrait;Van Gogh;48.85338;2.35107;Vincent_van_Gogh_-_Self-Portrait_-_Google_Art_Project_(454045).jpg
29;66.56891;96.569435;97.28644;152.38676;168.26758;59.23911;46.90202;42;30;1888;7;self-portrait;Van Gogh;-30.06177;-51.17204;Vincent_van_Gogh_-_Self-Portrait_-_Google_Art_Project_(719161).jpg
30;132.98827;117.75983;97.94115;202.84409;57.555313;30.610283;53.572407;62;52;1888;9;self-portrait;Van Gogh;48.85338;2.35107;Vincent_van_Gogh_-_Self-portrait_-_Google_Art_Project_(nAHHHe2ggxUGyg).jpg
31;134.18301;151.18994;138.32947;244.94595;133.85439;20.616793;63.673817;46;38;1888;12;self-portrait;Van Gogh;-30.06177;-51.17204;Vincent_van_Gogh_-_Self-Portrait_-_Google_Art_Project_2.jpg
32;97.61269;105.03802;97.86019;173.60254;133.54205;31.624754;45.402966;51;45;1889;1;self-portrait;Van Gogh;48.85338;2.35107;Vincent_van_Gogh_-_Self-portrait_with_grey_felt_hat_-_Google_Art_Project.jpg
33;45.77259;33.739494;30.945005;64.738525;115.626976;38.325615;17.626312;60;49;1889;1;self-portrait;Van Gogh;-30.06177;-51.17204;Vincent_van_Gogh_-_Self-portrait_with_pipe_-_Google_Art_Project.jpg
34;134.0462;122.78388;106.60669;210.73502;107.949036;28.435556;55.62546;57.79;44.5;1889;8;self-portrait;Van Gogh;48.85338;2.35107;Vincent_Willem_van_Gogh_102.jpg
35;108.06893;88.891304;80.88972;161.6283;117.95347;33.749985;44.682266;65;54;1889;9;self-portrait;Van Gogh;-30.06177;-51.17204;Vincent_Willem_van_Gogh_103.jpg
36;136.88829;92.35464;74.15425;181.01556;100.69555;41.23913;53.925945;40;31;1889;9;self-portrait;Van Gogh;48.85338;2.35107;Vincent_Willem_van_Gogh_106.jpg
37;161.9429;148.96623;114.50105;248.04623;72.47166;33.34163;66.32354;51;45;1889;9;self-portrait;Van Gogh;-30.034733;-51.205823;Vincent_Willem_van_Gogh_110.jpg
38;142.93869;147.33272;127.63936;241.7234;96.499985;20.531235;59.17909;75;113;1887;5;landscape;Van Gogh;48.85338;2.35107;img1.png
39;164.76944;166.80095;133.863;269.983;74.45768;25.734373;67.020905;59.6;73.6;1888;3;landscape;Van Gogh;43.676647;4.6277769;img2.png
40;171.8176;165.09575;104.873055;260.3387;64.022896;42.587097;69.81734;73.2;92.7;1889;9;landscape;Van Gogh;43.788652;4.831343;img3.png
41;111.94069;135.70853;156.4397;235.41644;180.87492;38.879124;66.898445;50.4;101.3;1890;7;landscape;Van Gogh;49.070852;2.17081;img4.png
42;95.59164;93.39188;72.49794;152.03867;116.94017;62.122906;47.327393;50.5;103;1890;7;landscape;Van Gogh;49.070852;2.17081;img5.png
43;29.054901;32.776093;19.268768;47.85128;86.79486;41.523277;13.176771;82;114;1885;4;peasant life;Van Gogh;51.4687116;5.5555718;img6.png
44;148.24489;144.6734;120.312454;239.54546;89.76897;39.54621;66.30277;72.4;91.3;1888;10;Interior;Van Gogh;43.676647;4.6277769;img7.png
45;174.52728;164.98868;54.73082;246.32599;56.895657;72.77426;69.32885;95;73;1889;1;still life;Van Gogh;43.676647;4.6277769;img8.png
46;131.29175;129.05846;105.141235;212.01012;110.831856;37.602165;56.54489;50.3;100.1;1890;7;nature;Van Gogh;49.070852;2.17081;img9.png
47;116.70946;121.09106;109.804955;200.85136;95.219315;40.83763;56.166527;72;91.5;1888;9;cityscape;Van Gogh;43.676647;4.6277769;img10.png
48;131.8865;154.46803;149.5794;252.24675;148.4992;27.963467;64.43359;73.3;92.4;1890;2;nature;Van Gogh;43.788652;4.831343;img11.png
49;150.8587;150.08627;86.239044;229.61142;95.44406;50.532387;63.51619;92.7;73.9;1890;5;still life;Van Gogh;43.788652;4.831343;img12.png
50;89.877014;94.27884;63.110634;144.73883;106.09367;37.45452;38.92032;32.5;40.3;1888;11;landscape;Van Gogh;43.676647;4.6277769;img13.png
51;167.57332;160.96301;142.88162;272.77292;45.789837;13.943766;65.68759;50.4;31.6;1882;11;peasant life;Van Gogh;52.0704978;4.3006999;img14.png
52;127.85001;119.673325;102.804634;203.0668;48.333855;15.602064;49.76683;41.7;54.1;1883;12;landscape;Van Gogh;52.9476012;6.6230586;img15.png
53;90.34826;90.33505;90.15182;156.3668;145.14014;14.09162;37.81495;35.5;44.6;1884;8;peasant life;Van Gogh;51.4687116;5.5555718;img16.png
54;154.23003;146.66411;130.93073;249.8802;38.90409;17.89506;62.250504;39.5;54.2;1884;3;landscape;Van Gogh;51.4687116;5.5555718;img17.png
55;125.86278;113.56801;106.85844;200.39426;70.83355;15.900279;50.033997;55.7;41;1885;9;peasant life;Van Gogh;51.4687116;5.5555718;img18.png
56;200.37285;190.77866;157.20749;318.2137;75.198395;17.511944;72.877754;42.1;31.6;1887;9;cityscape;Van Gogh;48.85338;2.35107;img19.png
57;167.84062;154.49696;128.97394;262.05737;42.682537;24.160728;67.21311;49.1;61;1888;7;landscape;Van Gogh;43.676647;4.6277769;img20.png
58;148.50465;131.74759;109.90044;226.91225;44.839527;28.328762;58.722565;46.6;59.9;1889;5;nature;Van Gogh;43.676647;4.6277769;img21.png
59;159.75539;138.51883;95.70582;232.09665;49.691673;39.06867;61.754005;62;47.6;1889;10;interior;Van Gogh;43.788652;4.831343;img22.png
60;165.31566;153.72884;120.612305;255.94756;43.273296;28.068947;66.18567;61.8;47.1;1889;6;nature;Van Gogh;43.788652;4.831343;img23.png
61;179.17345;183.15952;180.34177;313.3268;117.308556;15.651445;68.743385;44.3;54;1890;5;cityscape;Van Gogh;49.070852;2.17081;img24.png
62;135.72542;133.50873;118.48535;224.2426;52.29228;14.87197;54.076134;38;55.8;1882;7;landscape;Van Gogh;52.0704978;4.3006999;img25.png
63;67.46831;57.966873;37.33572;96.46806;42.960674;45.309296;27.034372;34;55;1881;12;still life;Van Gogh;48.85338;2.35107;img26.jpg
64;95.223885;95.36766;71.261055;152.44907;60.542015;24.910046;37.781643;35.4;55.7;1883;10;landscape;Van Gogh;48.85338;2.35107;img27.jpg
65;79.56666;82.66434;67.57527;133.15654;83.54529;18.754875;32.7919;27.8;36.5;1883;10;peasant life;Van Gogh;48.85338;2.35107;img28.jpg
66;98.511406;98.73501;85.24437;163.46161;62.83622;20.51916;40.26752;37.5;55;1883;10;landscape;Van Gogh;48.85338;2.35107;img29.jpg
67;116.61962;115.12267;94.01072;188.92163;68.39683;23.116154;46.596878;41.3;32.1;1884;2;peasant life;Van Gogh;48.85338;2.35107;img30.jpg
68;110.29582;116.74055;93.45591;185.81586;96.43121;25.862934;45.523144;26.6;19.1;1887;8;nature/animals;Van Gogh;48.85338;2.35107;img31.jpg
69;25.659119;31.178556;18.205801;44.293835;96.37538;40.42795;12.453817;40.5;31.7;1885;3;peasant life;Van Gogh;48.85338;2.35107;img32.jpg
70;47.748825;46.005474;31.64758;73.471245;72.73154;33.613564;19.519878;31.5;42.5;1885;9;still life;Van Gogh;48.85338;2.35107;img33.jpg
71;41.24995;40.405888;26.02004;63.334324;82.845245;35.57819;16.894007;65.5;80.5;1885;9;still life;Van Gogh;48.85338;2.35107;img34.jpg
72;56.37267;54.856045;32.61093;85.15008;68.20272;45.056305;23.026293;40.1;56.3;1885;10;still life;Van Gogh;48.85338;2.35107;img35.jpg
73;47.61735;44.799816;28.376408;71.271706;59.687325;41.96683;18.689339;31.5;41.8;1885;4;still life;Van Gogh;48.85338;2.35107;img36.jpg
74;35.13555;38.50243;23.320726;57.103416;83.10704;38.069786;15.487424;43.8;30;1885;5;figures;Van Gogh;48.85338;2.35107;img37.jpg
75;41.179935;48.354424;35.693428;72.855736;100.70487;32.190975;18.461893;38.8;31.3;1885;3;figures;Van Gogh;48.85338;2.35107;img38.jpg
76;42.268997;47.105038;38.941;74.30985;117.89308;19.835594;18.272842;43.2;34.2;1885;4;peasant life;Van Gogh;48.85338;2.35107;img39.jpg
77;75.923706;73.80785;51.81858;117.88627;60.676212;34.56544;30.32581;42.7;31.7;1884;11;still life;Van Gogh;48.85338;2.35107;img40.jpg
78;35.871;43.539207;23.71096;61.193142;92.887634;45.63271;17.501314;33.6;44.5;1885;4;peasant life;Van Gogh;48.85338;2.35107;img41.jpg
79;26.777662;29.956686;18.468977;44.221596;91.928055;37.766674;12.127241;42.2;34.8;1885;3;figures;Van Gogh;48.85338;2.35107;img42.jpg
80;73.74805;70.257324;51.3437;114.065956;58.83217;31.324324;29.053764;65.7;79.3;1885;5;peasant life;Van Gogh;48.85338;2.35107;img43.jpg
81;99.31436;97.04296;81.19943;160.85405;66.41982;25.970932;38.92893;65;80;1885;5;peasant life;Van Gogh;48.85338;2.35107;img44.jpg
82;36.883476;34.265514;22.984447;55.342583;85.11168;34.717484;14.368237;45;60.4;1885;9;still life;Van Gogh;48.85338;2.35107;img45.jpg
83;44.632233;44.64031;25.18377;67.96334;64.255424;44.30549;17.769888;45;60.5;1885;9;still life;Van Gogh;48.85338;2.35107;img46.jpg
84;49.01021;48.516457;27.11579;74.10204;67.61391;43.778275;19.675066;33.5;44;1885;9;still life;Van Gogh;48.85338;2.35107;img47.jpg
85;60.882835;56.342567;31.506191;88.73469;53.96624;50.127403;24.519371;32.3;43.2;1884;10;still life;Van Gogh;48.85338;2.35107;img48.jpg
86;26.534819;29.14862;17.69339;43.20642;96.350105;41.408886;11.760604;65;78.5;1885;9;still life;Van Gogh;48.85338;2.35107;img49.jpg
87;31.329311;26.53593;14.011906;43.382195;46.028584;56.357395;12.329476;31.3;43.2;1885;9;still life;Van Gogh;48.85338;2.35107;img50.jpg
88;52.071705;51.73058;33.493923;80.680595;62.924896;38.004345;20.697063;39.3;46.5;1885;9;still life;Van Gogh;48.85338;2.35107;img51.jpg
89;27.23893;28.34769;17.783936;43.1488;74.64578;36.15817;11.222028;50.8;66;1885;9;still life;Van Gogh;48.85338;2.35107;img52.jpg
90;71.60876;64.93826;41.04688;105.02209;50.853615;39.384365;28.32194;65.7;78.5;1885;10;still life;Van Gogh;48.85338;2.35107;img53.jpg
91;64.024704;58.24707;29.411148;91.41608;57.776875;57.329475;25.776949;99;65.7;1884;10;landscape;Van Gogh;48.85338;2.35107;img54.jpg
92;55.107887;50.303818;38.12771;83.79186;48.84743;30.674109;21.846287;42.7;33.5;1885;3;figures;Van Gogh;48.85338;2.35107;img55.jpg
93;83.088;77.60867;49.493984;124.00151;51.030556;47.972385;32.545925;41.8;32.5;1885;7;peasant life;Van Gogh;48.85338;2.35107;img56.jpg
94;33.982895;36.574566;25.32171;55.979683;86.83111;29.914747;15.000501;42;33.3;1884;11;figures;Van Gogh;48.85338;2.35107;img57.jpg
95;68.00986;57.51224;31.25151;94.390976;43.312572;56.181435;26.49102;47.8;34.8;1884;11;figures;Van Gogh;48.85338;2.35107;img58.jpg
96;33.19388;31.729074;15.886403;48.58956;79.49024;52.123695;14.048925;43.2;30;1885;4;figures;Van Gogh;48.85338;2.35107;img59.jpg
97;26.371996;31.851536;15.704574;44.23388;96.55282;49.797592;12.743443;45.5;33;1885;5;figures;Van Gogh;48.85338;2.35107;img60.jpg
98;25.174229;29.517693;17.721731;42.65086;96.819244;38.784065;12.056107;37.7;29.5;1884;11;figures;Van Gogh;48.85338;2.35107;img61.jpg
99;81.599754;83.96415;73.19394;138.07915;102.16418;14.323072;33.63536;50.5;39.8;1885;12;figures;Van Gogh;48.85338;2.35107;img62.jpg
100;30.69045;37.024208;23.14875;53.371906;122.676704;39.16626;14.504968;34;44.3;1885;4;peasant life;Van Gogh;48.85338;2.35107;img63.jpg
